ID,Democrat,ZWpoor,ZBpoor,Zincome,Zedu,Zagency,Zzerosum
337.00,1.00,1.02504,-0.87654,0.12394,-0.17444,0.22217,0.62362
338.00,0.00,-0.63526,-0.11350,0.12394,-0.17444,0.47568,-1.13547
339.00,0.00,-0.63526,-0.11350,0.12394,-0.17444,1.48975,1.74304
340.00,0.00,0.19489,-0.11350,0.12394,-0.17444,-0.79190,0.62362
341.00,0.00,0.19489,-0.11350,0.12394,-0.17444,-0.53838,-0.17597
342.00,1.00,0.19489,-0.11350,0.12394,-0.17444,0.22217,-1.13547
343.00,0.00,0.19489,-0.11350,0.12394,-0.17444,0.47568,1.26329
344.00,0.00,-0.63526,0.64955,0.12394,-0.17444,-1.04542,-0.97555
345.00,0.00,-0.63526,0.64955,0.12394,-0.17444,-0.53838,0.30379
346.00,0.00,0.19489,0.64955,0.12394,-0.17444,0.47568,-0.65572
347.00,0.00,1.02504,0.64955,0.12394,-0.17444,0.72920,0.14387
348.00,1.00,1.02504,0.64955,0.12394,-0.17444,1.48975,-0.01605
349.00,1.00,1.02504,1.41259,0.12394,-0.17444,-0.79190,-0.97555
350.00,0.00,1.85519,1.41259,0.12394,-0.17444,0.98272,2.06287
351.00,0.00,-1.46541,-1.63959,0.33225,-0.17444,1.48975,1.58312
352.00,0.00,0.19489,-1.63959,0.33225,-0.17444,-0.28487,-0.01605
353.00,0.00,-0.63526,-0.87654,0.33225,-0.17444,-1.80597,0.62362
354.00,0.00,-0.63526,-0.87654,0.33225,-0.17444,-0.53838,0.46370
355.00,1.00,-0.63526,-0.87654,0.33225,-0.17444,0.98272,-1.13547
356.00,0.00,-1.46541,-0.11350,0.33225,-0.17444,-0.03135,0.14387
357.00,0.00,-0.63526,-0.11350,0.33225,-0.17444,-0.53838,-0.49580
358.00,1.00,0.19489,-0.11350,0.33225,-0.17444,-1.55245,0.46370
359.00,0.00,0.19489,-0.11350,0.33225,-0.17444,0.47568,-1.13547
360.00,0.00,1.02504,-0.11350,0.33225,-0.17444,-0.53838,-1.13547
361.00,0.00,-0.63526,0.64955,0.33225,-0.17444,-1.55245,2.86246
362.00,0.00,-0.63526,0.64955,0.33225,-0.17444,-0.03135,1.58312
363.00,0.00,0.19489,0.64955,0.33225,-0.17444,0.72920,-0.33588
364.00,0.00,1.02504,0.64955,0.33225,-0.17444,-0.53838,-1.13547
365.00,0.00,1.02504,0.64955,0.33225,-0.17444,-0.28487,1.42320
366.00,0.00,1.02504,1.41259,0.33225,-0.17444,0.72920,-0.97555
367.00,0.00,-1.46541,2.17564,0.33225,-0.17444,-3.58058,-0.65572
368.00,0.00,-0.63526,-0.87654,0.54055,-0.17444,-0.03135,-1.13547
370.00,1.00,0.19489,-0.11350,0.54055,-0.17444,-0.03135,-1.13547
371.00,0.00,0.19489,-0.11350,0.54055,-0.17444,-0.03135,0.62362
372.00,0.00,0.19489,-0.11350,0.54055,-0.17444,0.22217,0.46370
373.00,1.00,0.19489,-0.11350,0.54055,-0.17444,0.47568,0.94345
374.00,0.00,1.85519,-0.11350,0.54055,-0.17444,1.48975,-1.13547
375.00,1.00,-0.63526,0.64955,0.54055,-0.17444,0.22217,0.46370
376.00,0.00,-0.63526,0.64955,0.54055,-0.17444,1.48975,-1.13547
377.00,0.00,0.19489,0.64955,0.54055,-0.17444,0.47568,0.14387
378.00,0.00,1.02504,0.64955,0.54055,-0.17444,0.22217,2.70254
379.00,0.00,0.19489,1.41259,0.54055,-0.17444,-0.79190,-0.01605
380.00,0.00,1.85519,2.17564,0.54055,-0.17444,1.48975,2.86246
381.00,1.00,-0.63526,-0.87654,0.74886,-0.17444,-1.55245,0.62362
382.00,1.00,-0.63526,-0.11350,0.74886,-0.17444,1.48975,-1.13547
383.00,1.00,0.19489,-0.11350,0.74886,-0.17444,-0.53838,-0.33588
384.00,0.00,0.19489,-0.11350,0.74886,-0.17444,0.22217,-0.49580
385.00,1.00,0.19489,-0.11350,0.74886,-0.17444,0.98272,-1.13547
386.00,0.00,-0.63526,0.64955,0.74886,-0.17444,-1.55245,0.30379
387.00,0.00,-0.63526,0.64955,0.74886,-0.17444,-0.03135,-0.01605
388.00,0.00,0.19489,0.64955,0.74886,-0.17444,0.98272,-0.01605
389.00,0.00,1.02504,0.64955,0.74886,-0.17444,0.47568,-1.13547
390.00,0.00,1.02504,0.64955,0.74886,-0.17444,0.47568,-1.13547
391.00,0.00,1.02504,0.64955,0.74886,-0.17444,1.48975,-1.13547
393.00,0.00,-1.46541,-1.63959,0.95717,-0.17444,0.22217,-1.13547
394.00,1.00,-1.46541,-1.63959,0.95717,-0.17444,0.22217,-1.13547
395.00,0.00,2.68534,-1.63959,0.95717,-0.17444,-0.79190,1.10337
396.00,0.00,-0.63526,-0.87654,0.95717,-0.17444,-0.03135,-0.81563
397.00,0.00,-0.63526,-0.87654,0.95717,-0.17444,-0.03135,-0.65572
398.00,0.00,-0.63526,-0.87654,0.95717,-0.17444,0.98272,-1.13547
399.00,1.00,-0.63526,-0.11350,0.95717,-0.17444,0.22217,0.30379
400.00,0.00,1.02504,-0.11350,0.95717,-0.17444,-0.28487,0.14387
401.00,0.00,0.19489,0.64955,0.95717,-0.17444,-2.56652,-0.17597
402.00,0.00,-0.63526,1.41259,0.95717,-0.17444,-1.29893,0.30379
403.00,0.00,-1.46541,-1.63959,1.16548,-0.17444,0.98272,-1.13547
404.00,0.00,0.19489,-0.11350,1.16548,-0.17444,-0.53838,0.62362
405.00,1.00,0.19489,-0.11350,1.16548,-0.17444,0.22217,-1.13547
406.00,0.00,0.19489,-0.11350,1.37378,-0.17444,-0.79190,-0.01605
407.00,0.00,0.19489,-0.11350,1.37378,-0.17444,-0.53838,-0.81563
408.00,1.00,-0.63526,0.64955,1.37378,-0.17444,-0.03135,-1.13547
409.00,0.00,0.19489,0.64955,1.37378,-0.17444,-1.04542,-0.01605
410.00,1.00,0.19489,0.64955,1.37378,-0.17444,-0.28487,0.62362
411.00,0.00,1.85519,1.41259,1.37378,-0.17444,-2.56652,2.86246
412.00,1.00,0.19489,-0.11350,1.58209,-0.17444,-1.04542,0.46370
413.00,0.00,0.19489,-0.11350,-1.95914,0.53606,0.72920,-1.13547
414.00,0.00,0.19489,-0.11350,-1.75083,0.53606,-1.55245,0.78354
415.00,1.00,-0.63526,0.64955,-1.54252,0.53606,0.22217,0.30379
417.00,1.00,-0.63526,-0.87654,-1.33421,0.53606,0.22217,-0.33588
418.00,0.00,0.19489,-0.11350,-1.33421,0.53606,0.72920,0.94345
419.00,0.00,0.19489,1.41259,-1.33421,0.53606,1.48975,-1.13547
420.00,0.00,0.19489,-0.11350,-1.12591,0.53606,-0.79190,1.74304
422.00,1.00,0.19489,0.64955,-1.12591,0.53606,-0.53838,0.46370
423.00,0.00,-1.46541,-1.63959,-0.91760,0.53606,-0.03135,0.46370
424.00,0.00,-0.63526,-0.87654,-0.91760,0.53606,-1.04542,0.94345
425.00,0.00,-0.63526,-0.87654,-0.91760,0.53606,-0.28487,-0.33588
426.00,1.00,0.19489,0.64955,-0.91760,0.53606,-0.79190,0.78354
427.00,0.00,-1.46541,-1.63959,-0.70929,0.53606,1.48975,-0.49580
428.00,0.00,0.19489,-0.11350,-0.70929,0.53606,-0.79190,-0.81563
429.00,0.00,0.19489,-0.11350,-0.70929,0.53606,0.47568,-1.13547
430.00,1.00,1.02504,0.64955,-0.70929,0.53606,1.23623,-1.13547
431.00,1.00,-1.46541,-1.63959,-0.50098,0.53606,0.47568,-1.13547
432.00,0.00,0.19489,0.64955,-0.50098,0.53606,-0.03135,-0.65572
433.00,1.00,0.19489,0.64955,-0.50098,0.53606,0.22217,-1.13547
434.00,0.00,0.19489,0.64955,-0.50098,0.53606,0.22217,1.42320
435.00,1.00,1.02504,1.41259,-0.50098,0.53606,0.47568,-0.33588
436.00,1.00,1.02504,1.41259,-0.50098,0.53606,0.98272,-0.81563
437.00,1.00,-1.46541,-1.63959,-0.29268,0.53606,0.22217,0.14387
440.00,0.00,1.02504,0.64955,-0.29268,0.53606,1.48975,-1.13547
441.00,0.00,-1.46541,-1.63959,-0.08437,0.53606,-0.28487,-1.13547
442.00,1.00,0.19489,0.64955,-0.08437,0.53606,1.48975,-1.13547
443.00,0.00,1.85519,1.41259,-0.08437,0.53606,1.23623,0.14387
444.00,1.00,-1.46541,-1.63959,0.12394,0.53606,1.48975,-1.13547
445.00,0.00,-0.63526,-0.87654,0.12394,0.53606,0.47568,-1.13547
446.00,0.00,0.19489,-0.11350,0.12394,0.53606,-0.53838,0.30379
447.00,0.00,0.19489,-0.11350,0.12394,0.53606,0.47568,1.42320
448.00,0.00,0.19489,0.64955,0.12394,0.53606,0.22217,0.14387
449.00,0.00,0.19489,0.64955,0.12394,0.53606,1.48975,-0.97555
450.00,1.00,1.02504,0.64955,0.12394,0.53606,0.47568,-0.17597
451.00,0.00,-0.63526,-0.87654,0.33225,0.53606,0.47568,-0.33588
452.00,1.00,0.19489,-0.11350,0.33225,0.53606,-0.53838,-0.33588
453.00,0.00,0.19489,-0.11350,0.33225,0.53606,0.22217,-1.13547
454.00,0.00,0.19489,-0.11350,0.33225,0.53606,0.72920,-0.49580
455.00,0.00,0.19489,0.64955,0.33225,0.53606,-1.29893,-0.17597
456.00,1.00,0.19489,0.64955,0.33225,0.53606,-1.29893,1.10337
457.00,0.00,0.19489,0.64955,0.33225,0.53606,0.47568,0.94345
458.00,0.00,1.02504,0.64955,0.33225,0.53606,0.47568,-1.13547
459.00,1.00,-0.63526,-0.87654,0.54055,0.53606,-0.53838,0.62362
460.00,1.00,0.19489,-0.11350,0.54055,0.53606,-1.04542,-1.13547
461.00,1.00,0.19489,-0.11350,0.54055,0.53606,-0.53838,0.46370
462.00,0.00,0.19489,-0.11350,0.54055,0.53606,0.47568,0.94345
463.00,1.00,0.19489,-0.11350,0.54055,0.53606,1.48975,0.46370
464.00,1.00,0.19489,0.64955,0.54055,0.53606,0.47568,-0.65572
465.00,1.00,0.19489,0.64955,0.54055,0.53606,0.47568,-0.33588
466.00,1.00,0.19489,2.17564,0.54055,0.53606,-0.79190,-0.33588
467.00,0.00,0.19489,0.64955,0.74886,0.53606,-0.53838,0.46370
468.00,0.00,1.02504,0.64955,0.74886,0.53606,-1.80597,0.14387
469.00,0.00,1.02504,0.64955,0.74886,0.53606,-0.79190,-0.17597
470.00,0.00,1.02504,0.64955,0.74886,0.53606,1.23623,-0.65572
471.00,0.00,1.85519,1.41259,0.74886,0.53606,-0.28487,0.14387
472.00,0.00,-0.63526,-0.87654,0.95717,0.53606,0.22217,-0.49580
473.00,0.00,-0.63526,-0.87654,0.95717,0.53606,0.47568,-1.13547
474.00,0.00,0.19489,-0.11350,0.95717,0.53606,-1.29893,2.06287
475.00,1.00,0.19489,-0.11350,0.95717,0.53606,-0.28487,-0.33588
476.00,1.00,-0.63526,0.64955,0.95717,0.53606,-0.28487,-0.65572
477.00,0.00,0.19489,0.64955,0.95717,0.53606,-0.53838,1.26329
478.00,1.00,1.02504,0.64955,0.95717,0.53606,-0.03135,-1.13547
479.00,0.00,0.19489,1.41259,0.95717,0.53606,-0.79190,0.62362
480.00,0.00,-1.46541,-1.63959,1.16548,0.53606,-0.53838,-1.13547
481.00,1.00,-0.63526,-0.87654,1.16548,0.53606,0.47568,-0.81563
482.00,0.00,0.19489,-0.87654,1.16548,0.53606,0.98272,-0.33588
483.00,0.00,0.19489,-0.11350,1.16548,0.53606,-0.53838,-0.33588
484.00,0.00,0.19489,0.64955,1.16548,0.53606,-1.04542,0.62362
485.00,0.00,-1.46541,-1.63959,1.37378,0.53606,-1.04542,-0.65572
486.00,1.00,-0.63526,-0.87654,1.37378,0.53606,-0.03135,-0.33588
487.00,1.00,-0.63526,-0.87654,1.37378,0.53606,0.22217,-0.33588
488.00,0.00,0.19489,-0.11350,1.37378,0.53606,-0.53838,1.58312
489.00,1.00,1.02504,-0.11350,1.37378,0.53606,1.23623,2.38271
490.00,1.00,1.85519,1.41259,1.37378,0.53606,1.48975,2.70254
491.00,1.00,-0.63526,1.41259,1.58209,0.53606,0.98272,-0.65572
493.00,0.00,-1.46541,-1.63959,0.33225,1.24657,-3.58058,-1.13547
495.00,1.00,0.19489,1.41259,-2.16744,1.24657,-1.55245,1.26329
497.00,0.00,-0.63526,-0.87654,-1.75083,1.24657,-0.53838,-1.13547
498.00,0.00,1.02504,0.64955,-1.33421,1.24657,-1.04542,0.62362
499.00,0.00,-0.63526,0.64955,-1.12591,1.24657,0.47568,0.14387
500.00,1.00,0.19489,-0.11350,-0.91760,1.24657,-0.28487,-0.65572
501.00,1.00,0.19489,0.64955,-0.91760,1.24657,-0.53838,0.94345
502.00,1.00,1.02504,0.64955,-0.91760,1.24657,0.47568,-0.33588
504.00,1.00,0.19489,0.64955,-0.70929,1.24657,-0.53838,-0.17597
505.00,0.00,1.02504,0.64955,-0.70929,1.24657,0.47568,0.62362
506.00,0.00,1.85519,0.64955,-0.70929,1.24657,0.47568,-1.13547
507.00,1.00,-0.63526,-0.87654,-0.50098,1.24657,-0.03135,-0.17597
508.00,0.00,-0.63526,-0.11350,-0.50098,1.24657,-1.55245,-0.17597
509.00,0.00,-0.63526,-0.11350,-0.29268,1.24657,-0.79190,-0.65572
510.00,1.00,0.19489,-0.11350,-0.29268,1.24657,1.23623,-1.13547
511.00,1.00,-0.63526,0.64955,-0.29268,1.24657,0.47568,-0.33588
512.00,0.00,1.02504,0.64955,-0.29268,1.24657,-0.03135,-0.33588
513.00,1.00,-0.63526,-0.11350,-0.08437,1.24657,-0.28487,0.62362
514.00,0.00,0.19489,0.64955,-0.08437,1.24657,-0.53838,0.78354
516.00,0.00,1.02504,0.64955,-0.08437,1.24657,-2.56652,0.94345
517.00,0.00,-1.46541,-1.63959,0.12394,1.24657,0.47568,-0.01605
518.00,0.00,-0.63526,-0.87654,0.12394,1.24657,-1.04542,-0.17597
519.00,1.00,-0.63526,-0.87654,0.12394,1.24657,0.47568,-1.13547
520.00,0.00,-0.63526,-0.87654,0.12394,1.24657,0.72920,-0.33588
521.00,0.00,0.19489,-0.11350,0.12394,1.24657,-1.04542,0.30379
522.00,0.00,0.19489,0.64955,0.12394,1.24657,-0.03135,-0.65572
524.00,1.00,0.19489,0.64955,0.12394,1.24657,0.47568,-1.13547
525.00,0.00,1.85519,1.41259,0.12394,1.24657,-0.03135,1.90296
526.00,1.00,-1.46541,-1.63959,0.33225,1.24657,0.47568,-0.49580
527.00,0.00,-0.63526,-0.87654,0.33225,1.24657,-0.79190,0.30379
528.00,0.00,-0.63526,-0.87654,0.33225,1.24657,-0.79190,0.46370
529.00,0.00,-0.63526,-0.87654,0.33225,1.24657,-0.53838,0.30379
530.00,0.00,-0.63526,-0.87654,0.33225,1.24657,-0.28487,-0.01605
531.00,1.00,-0.63526,-0.87654,0.33225,1.24657,0.47568,-0.33588
532.00,0.00,0.19489,-0.11350,0.33225,1.24657,-0.53838,-1.13547
533.00,0.00,0.19489,-0.11350,0.33225,1.24657,-0.28487,1.10337
534.00,0.00,0.19489,-0.11350,0.33225,1.24657,-0.03135,-0.49580
535.00,0.00,0.19489,-0.11350,0.33225,1.24657,0.22217,-0.97555
536.00,1.00,0.19489,-0.11350,0.33225,1.24657,1.48975,-1.13547
538.00,0.00,-0.63526,0.64955,0.33225,1.24657,1.48975,-0.17597
539.00,0.00,-0.63526,-0.87654,0.54055,1.24657,-0.03135,0.46370
540.00,0.00,-0.63526,-0.87654,0.54055,1.24657,0.22217,-0.97555
541.00,0.00,-0.63526,-0.87654,0.54055,1.24657,0.47568,0.30379
542.00,1.00,0.19489,-0.11350,0.54055,1.24657,-0.03135,-0.65572
543.00,0.00,0.19489,-0.11350,0.54055,1.24657,-0.03135,-0.33588
544.00,0.00,0.19489,-0.11350,0.54055,1.24657,-0.03135,0.62362
545.00,1.00,-0.63526,0.64955,0.54055,1.24657,-0.79190,0.46370
546.00,1.00,-0.63526,0.64955,0.54055,1.24657,0.22217,-0.49580
547.00,0.00,0.19489,0.64955,0.54055,1.24657,-1.29893,0.94345
548.00,1.00,0.19489,0.64955,0.54055,1.24657,-1.04542,-0.49580
549.00,1.00,0.19489,0.64955,0.54055,1.24657,-0.03135,-0.17597
550.00,1.00,0.19489,0.64955,0.54055,1.24657,1.23623,-0.33588
551.00,0.00,1.02504,0.64955,0.54055,1.24657,0.22217,-1.13547
553.00,1.00,1.85519,2.17564,0.54055,1.24657,0.98272,2.22279
554.00,1.00,-1.46541,-1.63959,0.74886,1.24657,0.47568,-0.33588
555.00,0.00,-0.63526,-0.87654,0.74886,1.24657,-0.53838,0.30379
556.00,1.00,0.19489,-0.11350,0.74886,1.24657,-0.53838,-1.13547
557.00,0.00,0.19489,-0.11350,0.74886,1.24657,0.47568,-0.01605
558.00,0.00,-0.63526,0.64955,0.74886,1.24657,-0.53838,-1.13547
559.00,0.00,0.19489,0.64955,0.74886,1.24657,-1.55245,-1.13547
560.00,1.00,0.19489,0.64955,0.74886,1.24657,-0.03135,0.62362
561.00,1.00,1.02504,0.64955,0.74886,1.24657,0.22217,-0.01605
562.00,0.00,1.02504,0.64955,0.74886,1.24657,0.47568,2.06287
563.00,0.00,-0.63526,-1.63959,0.95717,1.24657,0.98272,1.58312
564.00,0.00,-0.63526,-0.87654,0.95717,1.24657,-0.53838,-0.33588
565.00,0.00,0.19489,-0.11350,0.95717,1.24657,-0.53838,-0.33588
566.00,0.00,0.19489,-0.11350,0.95717,1.24657,-0.28487,-0.65572
567.00,0.00,-0.63526,0.64955,0.95717,1.24657,-0.53838,-0.49580
568.00,1.00,0.19489,0.64955,0.95717,1.24657,-1.04542,0.46370
569.00,0.00,0.19489,0.64955,0.95717,1.24657,1.48975,-1.13547
570.00,0.00,0.19489,0.64955,0.95717,1.24657,1.48975,1.10337
572.00,1.00,-0.63526,-1.63959,1.16548,1.24657,1.48975,0.46370
573.00,1.00,-1.46541,-0.87654,1.16548,1.24657,1.23623,-0.65572
574.00,0.00,-0.63526,-0.87654,1.16548,1.24657,-1.04542,-0.33588
576.00,0.00,-0.63526,-0.87654,1.16548,1.24657,-0.03135,-0.01605
577.00,0.00,-0.63526,-0.11350,1.16548,1.24657,-1.29893,0.94345
578.00,0.00,0.19489,-0.11350,1.16548,1.24657,-0.53838,-0.17597
579.00,1.00,1.02504,-0.11350,1.16548,1.24657,0.47568,-0.65572
580.00,1.00,-0.63526,0.64955,1.16548,1.24657,0.98272,-1.13547
581.00,0.00,0.19489,0.64955,1.16548,1.24657,-0.28487,1.42320
582.00,1.00,1.02504,0.64955,1.16548,1.24657,0.22217,0.14387
583.00,0.00,1.85519,1.41259,1.16548,1.24657,0.47568,1.74304
584.00,1.00,2.68534,2.17564,1.16548,1.24657,1.48975,-1.13547
585.00,0.00,-1.46541,-1.63959,1.37378,1.24657,0.47568,-0.49580
586.00,0.00,-0.63526,-0.87654,1.37378,1.24657,0.72920,-0.33588
587.00,1.00,0.19489,0.64955,1.37378,1.24657,-0.53838,-1.13547
588.00,0.00,1.02504,0.64955,1.37378,1.24657,-0.53838,-1.13547
589.00,0.00,1.02504,0.64955,1.37378,1.24657,0.47568,1.74304
590.00,0.00,-0.63526,-0.11350,1.58209,1.24657,0.98272,-1.13547
591.00,0.00,0.19489,-0.11350,1.58209,1.24657,-0.79190,2.06287
592.00,0.00,0.19489,-0.11350,1.58209,1.24657,-0.03135,-0.33588
593.00,1.00,0.19489,0.64955,1.58209,1.24657,-0.28487,-1.13547
595.00,0.00,-0.63526,-0.87654,1.79040,1.24657,-0.03135,-0.33588
596.00,0.00,-0.63526,-0.87654,1.79040,1.24657,0.47568,-0.33588
597.00,0.00,0.19489,-0.11350,1.79040,1.24657,-0.03135,1.42320
598.00,0.00,-0.63526,0.64955,1.79040,1.24657,0.47568,0.62362
599.00,1.00,0.19489,0.64955,1.79040,1.24657,-0.03135,-1.13547
600.00,1.00,1.02504,0.64955,1.79040,1.24657,1.23623,-1.13547
605.00,0.00,1.85519,-1.63959,-0.91760,1.95708,-1.04542,-1.13547
607.00,1.00,-1.46541,-0.87654,0.12394,1.95708,0.72920,2.22279
608.00,0.00,-0.63526,-0.87654,0.33225,1.95708,-0.53838,-0.97555
609.00,0.00,-0.63526,-0.87654,0.33225,1.95708,-0.03135,-0.97555
611.00,0.00,0.19489,0.64955,0.54055,1.95708,-0.53838,0.14387
614.00,0.00,0.19489,-0.11350,0.74886,1.95708,0.22217,-0.01605
617.00,0.00,2.68534,2.17564,0.95717,1.95708,0.98272,-0.81563
619.00,1.00,-1.46541,-1.63959,1.16548,1.95708,-3.58058,-1.13547
620.00,0.00,-1.46541,-1.63959,1.16548,1.95708,-0.53838,-0.65572
621.00,0.00,-0.63526,-0.87654,1.16548,1.95708,1.23623,2.54262
622.00,1.00,-0.63526,0.64955,1.16548,1.95708,0.22217,-0.97555
623.00,0.00,0.19489,0.64955,1.16548,1.95708,0.47568,-0.01605
625.00,1.00,1.85519,1.41259,1.16548,1.95708,-0.03135,1.58312
626.00,1.00,2.68534,2.17564,1.16548,1.95708,0.22217,1.10337
628.00,1.00,-1.46541,-1.63959,1.37378,1.95708,0.47568,1.42320
631.00,1.00,0.19489,-0.87654,1.37378,1.95708,1.23623,-0.65572
632.00,0.00,-0.63526,0.64955,1.37378,1.95708,-1.29893,1.26329
633.00,1.00,1.02504,0.64955,1.37378,1.95708,0.22217,1.74304
634.00,0.00,1.02504,1.41259,1.37378,1.95708,-1.29893,1.42320
637.00,0.00,2.68534,1.41259,1.37378,1.95708,1.23623,2.54262
640.00,1.00,-0.63526,-0.11350,1.58209,1.95708,1.48975,-0.33588
641.00,1.00,-0.63526,0.64955,1.58209,1.95708,0.22217,-0.81563
642.00,1.00,0.19489,0.64955,1.58209,1.95708,0.47568,-1.13547
643.00,0.00,1.02504,0.64955,1.58209,1.95708,-0.28487,0.78354
644.00,1.00,-0.63526,1.41259,1.58209,1.95708,-0.79190,1.58312
645.00,1.00,1.02504,1.41259,1.58209,1.95708,1.48975,1.90296
648.00,1.00,2.68534,2.17564,1.58209,1.95708,1.48975,2.86246
651.00,0.00,0.19489,0.64955,1.79040,1.95708,-0.03135,1.58312
652.00,0.00,2.68534,0.64955,1.79040,1.95708,0.98272,1.58312
654.00,1.00,1.85519,1.41259,1.79040,1.95708,0.47568,1.90296
656.00,1.00,2.68534,1.41259,1.79040,1.95708,1.23623,0.78354
661.00,0.00,-1.46541,-1.63959,-2.16744,2.66758,-0.28487,-0.01605
662.00,1.00,0.19489,1.41259,0.74886,2.66758,1.48975,-1.13547
663.00,1.00,1.85519,-0.11350,0.95717,2.66758,-0.79190,2.70254
665.00,0.00,-1.46541,-0.87654,1.79040,2.66758,0.72920,1.90296
